"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"EMSProtocol.mission.urgency.id","EMSProtocol.mission.urgency.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"EMSProtocol.mission.urgency.extension","EMSProtocol.mission.urgency.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"EMSProtocol.mission.urgency.coding","EMSProtocol.mission.urgency.coding","","","",0,*,"","","Y","Coding {[]} {[]}
","Code defined by a terminology system","A reference to a code defined by a terminology system.","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.","Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.urgency.text","EMSProtocol.mission.urgency.text","","","",0,1,"","","Y","string {[]} {[]}
","Plain text representation of the concept","A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.","Very often the text is the same as a displayName of one of the codings.","The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.urgency.adequacy","EMSProtocol.mission.urgency.adequacy","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Angemessenheit der Dringlichkeit","Angemessenheit der Dringlichkeit","","","","","","","","","",,"extensible","IVR VS (SCT & IVR)","http://fhir.ch/ig/ch-ems/ValueSet/IVR-VS-urgency-adequate","",,,,"EMSProtocol.mission.urgency.adequacy",0,1,"",""
"EMSProtocol.mission.requestingOrganisation","EMSProtocol.mission.requestingOrganisation","","","",1,1,"","","","BackboneElement {[]} {[]}
","Aufbietende Organisation","Aufbietende Organisation","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.requestingOrganisation",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.requestingOrganisation.id","EMSProtocol.mission.requestingOrganisation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"EMSProtocol.mission.requestingOrganisation.extension","EMSProtocol.mission.requestingOrganisation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"EMSProtocol.mission.requestingOrganisation.modifierExtension","EMSProtocol.mission.requestingOrganisation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"EMSProtocol.mission.requestingOrganisation.name","EMSProtocol.mission.requestingOrganisation.name","","","",1,1,"","","","string {[]} {[]}
","Name","Name","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.requestingOrganisation.name",1,1,"",""
"EMSProtocol.mission.requestingOrganisation.gln","EMSProtocol.mission.requestingOrganisation.gln","","","",1,1,"","","","Identifier {[]} {[]}
","GLN (Global Location Number)","GLN (Global Location Number)","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.requestingOrganisation.gln",1,1,"",""
"EMSProtocol.mission.respondingOrganisation","EMSProtocol.mission.respondingOrganisation","","","",1,1,"","","","BackboneElement {[]} {[]}
","Aufgebotene Organisation","Aufgebotene Organisation","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.respondingOrganisation",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.respondingOrganisation.id","EMSProtocol.mission.respondingOrganisation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"EMSProtocol.mission.respondingOrganisation.extension","EMSProtocol.mission.respondingOrganisation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"EMSProtocol.mission.respondingOrganisation.modifierExtension","EMSProtocol.mission.respondingOrganisation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"EMSProtocol.mission.respondingOrganisation.name","EMSProtocol.mission.respondingOrganisation.name","","","",1,1,"","","","string {[]} {[]}
","Name","Name","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.respondingOrganisation.name",1,1,"",""
"EMSProtocol.mission.respondingOrganisation.gln","EMSProtocol.mission.respondingOrganisation.gln","","","",1,1,"","","","Identifier {[]} {[]}
","GLN (Global Location Number)","GLN (Global Location Number)","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.respondingOrganisation.gln",1,1,"",""
"EMSProtocol.mission.respondingOrganisation.team","EMSProtocol.mission.respondingOrganisation.team","","","",1,1,"","","","BackboneElement {[]} {[]}
","Einsatzteam","Einsatzteam","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.respondingOrganisation.team",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.respondingOrganisation.team.id","EMSProtocol.mission.respondingOrganisation.team.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"EMSProtocol.mission.respondingOrganisation.team.extension","EMSProtocol.mission.respondingOrganisation.team.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"EMSProtocol.mission.respondingOrganisation.team.modifierExtension","EMSProtocol.mission.respondingOrganisation.team.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"EMSProtocol.mission.respondingOrganisation.team.name","EMSProtocol.mission.respondingOrganisation.team.name","","","",1,1,"","","","string {[]} {[]}
","Name","Name","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.respondingOrganisation.team.name",1,1,"",""
"EMSProtocol.mission.respondingOrganisation.team.gln","EMSProtocol.mission.respondingOrganisation.team.gln","","","",1,1,"","","","Identifier {[]} {[]}
","GLN (Global Location Number) der aufgebotenen Organisation","GLN (Global Location Number) der aufgebotenen Organisation","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.respondingOrganisation.team.gln",1,1,"",""
"EMSProtocol.mission.respondingOrganisation.team.member","EMSProtocol.mission.respondingOrganisation.team.member","","","",0,*,"","","","BackboneElement {[]} {[]}
","Teammitglied","Teammitglied","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.respondingOrganisation.team.member",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.respondingOrganisation.team.member.id","EMSProtocol.mission.respondingOrganisation.team.member.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"EMSProtocol.mission.respondingOrganisation.team.member.extension","EMSProtocol.mission.respondingOrganisation.team.member.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"EMSProtocol.mission.respondingOrganisation.team.member.modifierExtension","EMSProtocol.mission.respondingOrganisation.team.member.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"EMSProtocol.mission.respondingOrganisation.team.member.role","EMSProtocol.mission.respondingOrganisation.team.member.role","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Rolle","Rolle","","","","","","","","","",,"extensible","IVR VS (SCT & IVR)","http://fhir.ch/ig/ch-ems/ValueSet/IVR-VS-teamRole","",,,,"EMSProtocol.mission.respondingOrganisation.team.member.role",1,1,"",""
"EMSProtocol.mission.respondingOrganisation.team.member.name","EMSProtocol.mission.respondingOrganisation.team.member.name","","","",0,1,"","","","HumanName {[]} {[]}
","Name","Name","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.respondingOrganisation.team.member.name",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.respondingOrganisation.team.member.name.id","EMSProtocol.mission.respondingOrganisation.team.member.name.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"EMSProtocol.mission.respondingOrganisation.team.member.name.extension","EMSProtocol.mission.respondingOrganisation.team.member.name.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"EMSProtocol.mission.respondingOrganisation.team.member.name.use","EMSProtocol.mission.respondingOrganisation.team.member.name.use","","","",0,1,"","Y","Y","code {[]} {[]}
","usual | official | temp | nickname | anonymous | old | maiden","Identifies the purpose for this name.","Applications can assume that a name is current unless it explicitly says that it is temporary or old.","Allows the appropriate name for a particular context of use to be selected from among a set of names.","","","","","","","",,"required","The use of a human name.","http://hl7.org/fhir/ValueSet/name-use|4.0.1","",,,,"HumanName.use",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.respondingOrganisation.team.member.name.text","EMSProtocol.mission.respondingOrganisation.team.member.name.text","","","",0,1,"","","Y","string {[]} {[]}
","Text representation of the full name","Specifies the entire name as it should be displayed e.g. on an application UI. This may be provided instead of or as well as the specific parts.","Can provide both a text representation and parts. Applications updating a name SHALL ensure that when both text and parts are present,  no content is included in the text that isn't found in a part.","A renderable, unencoded form.","","","","","","","",,,,,"",,,,"HumanName.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.respondingOrganisation.team.member.name.family","EMSProtocol.mission.respondingOrganisation.team.member.name.family","","surname
","",0,1,"","","Y","string {[]} {[]}
","Family name (often called 'Surname')","The part of a name that links to the genealogy. In some cultures (e.g. Eritrea) the family name of a son is the first name of his father.","Family Name may be decomposed into specific parts using extensions (de, nl, es related cultures).","","","","","","","","",,,,,"",,,,"HumanName.family",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.respondingOrganisation.team.member.name.given","EMSProtocol.mission.respondingOrganisation.team.member.name.given","","first name
middle name","",0,*,"","","Y","string {[]} {[]}
","Given names (not always 'first'). Includes middle names","Given name.","If only initials are recorded, they may be used in place of the full name parts. Initials may be separated into multiple given names but often aren't due to paractical limitations.  This element is not called ""first name"" since given names do not always come first.","","","","","","","","",,,,,"",,,,"HumanName.given",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.respondingOrganisation.team.member.name.prefix","EMSProtocol.mission.respondingOrganisation.team.member.name.prefix","","","",0,*,"","","Y","string {[]} {[]}
","Parts that come before the name","Part of the name that is acquired as a title due to academic, legal, employment or nobility status, etc. and that appears at the start of the name.","","","","","","","","","",,,,,"",,,,"HumanName.prefix",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.respondingOrganisation.team.member.name.suffix","EMSProtocol.mission.respondingOrganisation.team.member.name.suffix","","","",0,*,"","","Y","string {[]} {[]}
","Parts that come after the name","Part of the name that is acquired as a title due to academic, legal, employment or nobility status, etc. and that appears at the end of the name.","","","","","","","","","",,,,,"",,,,"HumanName.suffix",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.respondingOrganisation.team.member.name.period","EMSProtocol.mission.respondingOrganisation.team.member.name.period","","","",0,1,"","","Y","Period {[]} {[]}
","Time period when name was/is in use","Indicates the period of time when this name was valid for the named person.","","Allows names to be placed in historical context.","","","","","","","",,,,,"",,,,"HumanName.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.respondingOrganisation.team.member.name.firstName","EMSProtocol.mission.respondingOrganisation.team.member.name.firstName","","","",0,1,"","","","string {[]} {[]}
","Vorname","Vorname","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.respondingOrganisation.team.member.name.firstName",0,1,"",""
"EMSProtocol.mission.respondingOrganisation.team.member.name.lastName","EMSProtocol.mission.respondingOrganisation.team.member.name.lastName","","","",0,1,"","","","string {[]} {[]}
","Nachname","Nachname","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.respondingOrganisation.team.member.name.lastName",0,1,"",""
"EMSProtocol.mission.respondingOrganisation.team.member.gln","EMSProtocol.mission.respondingOrganisation.team.member.gln","","","",0,1,"","","","Identifier {[]} {[]}
","Persönliche GLN (Global Location Number)","Persönliche GLN (Global Location Number)","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.respondingOrganisation.team.member.gln",0,1,"",""
"EMSProtocol.mission.respondingOrganisation.team.member.formation","EMSProtocol.mission.respondingOrganisation.team.member.formation","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Ausbildung","Ausbildung","","","","","","","","","",,"extensible","IVR VS (SCT & IVR)","http://fhir.ch/ig/ch-ems/ValueSet/IVR-VS-formation","",,,,"EMSProtocol.mission.respondingOrganisation.team.member.formation",0,*,"",""
"EMSProtocol.mission.location","EMSProtocol.mission.location","","","",0,1,"","","","BackboneElement {[]} {[]}
","Einsatzort","Einsatzort","","","","","","","","","",,,,,"",,,,"EMSProtocol.mission.location",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EMSProtocol.mission.location.id","EMSProtocol.mission.location.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
