Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Bundle-RDB01.json	23671	13	0	0	0	0	5	0	1	9	0	0	0	0	0	0	0	1	0	0	54	18	0	0	0	0	0	1
fsh-generated/resources/Bundle-RDB01b.json	25748	14	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	61	17	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDB02.json	23771	13	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	54	21	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDB02b.json	25848	14	0	0	0	0	5	0	1	10	0	0	0	0	0	0	0	0	0	0	61	20	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDB03.json	23855	13	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	53	17	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDB03b.json	25932	14	1	0	0	0	5	0	1	10	0	0	0	0	0	0	0	0	0	0	60	18	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDB04.json	24667	14	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	57	17	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDB04b.json	26744	14	0	0	0	0	5	0	0	10	0	0	0	0	0	0	0	0	0	0	62	20	0	0	0	0	0	1
fsh-generated/resources/Bundle-RDB05.json	23853	13	0	0	0	0	5	0	1	9	0	0	0	0	0	0	0	0	0	0	54	19	0	0	0	0	0	0
fsh-generated/resources/Bundle-RDB05b.json	25929	15	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	62	19	0	0	0	0	0	0
